STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,HOUSEHOLD_TYPE,Household type,AGE_CHILDREN,Age of children,INCOME_PREV,Earnings in the previous job,INCOME_PART,Earnings of the spouse,UNEMP_DURATION,Unemployment duration,SOC_ASS_BENEFIT,Claim social assistance or minimum income benefits,HOUSE_BENEFIT,Claim rent supplements,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M33,33 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M43,43 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M54,54 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M22,22 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M29,29 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M39,39 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M40,40 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M30,30 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M48,48 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M25,25 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M15,15 months,NO,No,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M7,7 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M11,11 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M2,2 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M4,4 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M8,8 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M9,9 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M12,12 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M5,5 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M1,1 month,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M6,6 months,NO,No,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,USA,United States,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M5,5 months,NO,No,NO,No,A,Annual,2023,,22,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,USA,United States,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M1,1 month,NO,No,NO,No,A,Annual,2023,,34,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,USA,United States,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M3,3 months,NO,No,NO,No,A,Annual,2023,,34,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,USA,United States,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M2,2 months,NO,No,NO,No,A,Annual,2023,,34,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M34,34 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M25,25 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M26,26 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M32,32 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M58,58 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M35,35 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M18,18 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M49,49 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M13,13 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M47,47 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M37,37 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M50,50 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M54,54 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M39,39 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M56,56 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M23,23 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M46,46 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M21,21 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M17,17 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M48,48 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M20,20 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M45,45 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M31,31 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M28,28 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M24,24 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M41,41 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M27,27 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M52,52 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M59,59 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M44,44 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M19,19 months,YES,Yes,NO,No,A,Annual,2023,,16,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M3,3 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M11,11 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M9,9 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M4,4 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M6,6 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M5,5 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.JAI:DSD_TAXBEN_NRR@DF_NRR(1.0),Net replacement rates in unemployment,I,DEU,Germany,NHIDU,Net household income during unemployment,PT_INC_DISP_HH_BJL,Percentage of disposable household income before job loss,S_C0,"Single person, no children",Y4_6,4 and 6 years,AW100,100% of average wage,_Z,Not applicable,M10,10 months,YES,Yes,NO,No,A,Annual,2023,,59,,A,Normal value,0,Units,0,Zero
